City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Maragogi,BR,2022-05-15 20:38:51,-9.0122,-35.2225,78.63799999999998,78,100,3.05
258,Naze,JP,2022-05-15 20:38:52,28.3667,129.4833,59.91800000000006,86,100,5.95
259,Mount Gambier,AU,2022-05-15 20:34:43,-37.8333,140.7667,53.25799999999998,63,100,5.65
260,Yulara,AU,2022-05-15 20:38:53,-25.2406,130.9889,55.14799999999997,42,0,4.05
261,Talara,PE,2022-05-15 20:38:54,-4.5772,-81.2719,74.156,64,40,9.77
262,Boone,US,2022-05-15 20:37:38,39.0334,-92.3335,77.79199999999997,54,67,3.68
263,Kupang,ID,2022-05-15 20:38:55,-10.1667,123.5833,77.23399999999998,89,6,2.43
264,Jalu,LY,2022-05-15 20:38:56,29.0331,21.5482,76.334,28,0,4.56
265,Matara,LK,2022-05-15 20:38:57,5.9485,80.5353,78.87200000000001,90,74,5.58
266,Chumikan,RU,2022-05-15 20:38:57,54.7183,135.315,37.32800000000003,71,100,7.0
267,Mragowo,PL,2022-05-15 20:38:59,53.8644,21.3051,49.99999999999994,94,2,2.8
268,Saint-Pierre,RE,2022-05-15 20:35:54,-21.3393,55.4781,71.27600000000001,60,40,4.12
269,Ceres,US,2022-05-15 20:38:54,37.5949,-120.9577,91.79599999999999,30,0,8.23
270,Feldkirchen An Der Donau,AT,2022-05-15 20:39:00,48.3452,14.0513,64.72399999999999,56,0,1.54
271,Prichard,US,2022-05-15 20:39:01,30.7388,-88.0789,90.33800000000002,50,40,5.14
272,Itaguai,BR,2022-05-15 20:39:02,-22.8522,-43.7753,76.6760000000001,73,100,2.57
